SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (5+ Unit),1645 Golden Gate Ave,San Francisco,CA,94115,2200000,0,,San Francisco,,3436,,9,,,Active,,,https://www.redfin.com/CA/San-Francisco/1645-Golden-Gate-Ave-94115/home/1492288,San Francisco MLS,423724798,N,Y,37.7786811,-122.4375832
MLS Listing,,Condo/Co-op,1719 Baker St,San Francisco,CA,94115,1099000,2,2.0,San Francisco,1030,1375,1890,9,1067,180,Active,,,https://www.redfin.com/CA/San-Francisco/1719-Baker-St-94115/home/28935675,San Francisco MLS,423724934,N,Y,37.7873065,-122.4438517
MLS Listing,,Single Family Residential,219 Bocana St,San Francisco,CA,94110,950000,2,1.0,San Francisco,875,1245,1906,9,1086,,Active,,,https://www.redfin.com/CA/San-Francisco/219-Bocana-St-94110/home/1132706,San Francisco MLS,423724259,N,Y,37.7401558,-122.4178688
MLS Listing,,Condo/Co-op,388 Townsend St #1,San Francisco,CA,94107,925000,2,3.0,San Francisco,1373,10856,1999,9,674,473,Active,,,https://www.redfin.com/CA/San-Francisco/388-Townsend-St-94107/unit-1/home/12396244,San Francisco MLS,423720501,N,Y,37.7758901,-122.3970382
MLS Listing,,Condo/Co-op,260 King St #647,San Francisco,CA,94107,599000,1,1.0,San Francisco,689,213232,2004,9,869,800,Active,,,https://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-647/home/22889372,San Francisco MLS,423722698,N,Y,37.7776622,-122.3934514
MLS Listing,,Multi-Family (2-4 Unit),1855 - 1857 Pine St,San Francisco,CA,94109,2995000,7,3.0,San Francisco,3975,1831,1900,9,753,,Active,,,https://www.redfin.com/CA/San-Francisco/1855-Pine-St-94109/home/570433,San Francisco MLS,423725151,N,Y,37.7886915,-122.4262853
MLS Listing,,Townhouse,4150 17th St #18,San Francisco,CA,94114,1895000,2,3.0,San Francisco,1807,45620,1994,9,1049,795,Active,,,https://www.redfin.com/CA/San-Francisco/4150-17th-St-94114/unit-18/home/1867644,San Francisco MLS,423717027,N,Y,37.7627772,-122.4385385
MLS Listing,,Condo/Co-op,195 Jersey St,San Francisco,CA,94114,1199000,2,1.0,San Francisco,870,3238,1900,9,1378,491,Active,,,https://www.redfin.com/CA/San-Francisco/195-Jersey-St-94114/home/799417,San Francisco MLS,423725046,N,Y,37.7506026,-122.4293269
MLS Listing,,Condo/Co-op,1840 Washington St #501,San Francisco,CA,94109,1295000,2,2.0,San Francisco,1000,7023,2012,9,1295,644,Active,March-14-2023 10:00 AM,March-14-2023 12:00 PM,https://www.redfin.com/CA/San-Francisco/1840-Washington-St-94109/unit-501/home/52059169,San Francisco MLS,423724349,N,Y,37.7931588,-122.423771
MLS Listing,,Condo/Co-op,66 Cleary Ct #105,San Francisco,CA,94109,1198000,3,2.0,San Francisco,1310,65376,1963,9,915,1129,Active,,,https://www.redfin.com/CA/San-Francisco/66-Cleary-Ct-94109/unit-105/home/574391,San Francisco MLS,423724778,N,Y,37.7841279,-122.4273921
MLS Listing,,Condo/Co-op,260 King St #575,San Francisco,CA,94107,725000,1,1.0,SAN FRANCISCO,908,,2004,9,798,882,Active,,,https://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-575/home/12331155,MLSListings,ML81919921,N,Y,37.7776622,-122.3934514
MLS Listing,,Condo/Co-op,1150 Lombard St #24,San Francisco,CA,94109,1780000,2,2.0,San Francisco,1326,50192,1990,9,1342,1913,Active,,,https://www.redfin.com/CA/San-Francisco/1150-Lombard-St-94109/unit-24/home/1633368,San Francisco MLS,423720286,N,Y,37.8021712,-122.4207557
MLS Listing,,Condo/Co-op,2701 Van Ness Ave #601,San Francisco,CA,94109,999000,1,1.0,San Francisco,979,11915,1929,9,1020,760,Active,,,https://www.redfin.com/CA/San-Francisco/2701-Van-Ness-Ave-94109/unit-601/home/2010052,San Francisco MLS,423725117,N,Y,37.8005198,-122.4249146
MLS Listing,,Condo/Co-op,3354 20th St #101,San Francisco,CA,94110,1650000,3,3.5,San Francisco,1760,4513,2008,9,938,490,Active,,,https://www.redfin.com/CA/San-Francisco/3354-20th-St-94110/unit-101/home/12302826,San Francisco MLS,423725047,N,Y,37.7590373,-122.4159551
MLS Listing,,Condo/Co-op,1788 Clay St #205,San Francisco,CA,94109,890000,1,1.0,San Francisco,764,25662,2014,9,1165,784,Active,,,https://www.redfin.com/CA/San-Francisco/1788-Clay-St-94109/unit-205/home/108422754,San Francisco MLS,423725089,N,Y,37.7924083,-122.4222732
MLS Listing,,Condo/Co-op,1000 Franklin St #403,San Francisco,CA,94109,599000,1,1.0,San Francisco,649,13200,1980,9,923,402,Active,,,https://www.redfin.com/CA/San-Francisco/1000-Franklin-St-94109/unit-403/home/184609533,San Francisco MLS,423722358,N,Y,37.7839122,-122.4223985
MLS Listing,,Condo/Co-op,3519 21st St,San Francisco,CA,94114,1200000,2,1.0,San Francisco,1217,2336,1907,9,986,418,Active,,,https://www.redfin.com/CA/San-Francisco/3519-21st-St-94114/home/23424234,San Francisco MLS,423724981,N,Y,37.756402,-122.426181
MLS Listing,,Condo/Co-op,32 Prescott Ct,San Francisco,CA,94133,1395000,2,2.0,San Francisco,,,,9,,423,Active,,,https://www.redfin.com/CA/San-Francisco/32-Prescott-Ct-94133/home/45393052,San Francisco MLS,422704789,N,Y,37.7988689,-122.4030754
MLS Listing,,Single Family Residential,20 North 25th Ave,San Francisco,CA,94121,6500000,5,3.5,San Francisco,3344,4547,1955,9,1944,,Active,,,https://www.redfin.com/CA/San-Francisco/20-25th-Ave-94121/home/604244,San Francisco MLS,423724917,N,Y,37.7893823,-122.4851775
MLS Listing,,Condo/Co-op,41 Delmar St,San Francisco,CA,94117,1695000,2,2.5,San Francisco,1584,1969,1904,9,1070,400,Active,,,https://www.redfin.com/CA/San-Francisco/41-Delmar-St-94117/home/860547,San Francisco MLS,423724832,N,Y,37.7683808,-122.445983
MLS Listing,,Multi-Family (2-4 Unit),7 Langton St,San Francisco,CA,94103,2495000,9,1.0,San Francisco,3889,3998,1915,9,642,,Active,,,https://www.redfin.com/CA/San-Francisco/7-Langton-St-94103/home/184607842,San Francisco MLS,423725029,N,Y,37.7773411,-122.4094005
MLS Listing,,Single Family Residential,137 Sickles Ave,San Francisco,CA,94112,1095000,4,2.5,San Francisco,2024,1999,1922,9,541,,Active,,,https://www.redfin.com/CA/San-Francisco/137-Sickles-Ave-94112/home/2009534,San Francisco MLS,423724822,N,Y,37.7094562,-122.453893
MLS Listing,,Condo/Co-op,74 New Montgomery St #609,San Francisco,CA,94105,699000,1,1.0,San Francisco,,17865,1914,9,,948,Active,,,https://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-609/home/17305033,San Francisco MLS,423724640,N,Y,37.7874649,-122.4012865
MLS Listing,,Condo/Co-op,425 1st St #3403,San Francisco,CA,94105,1945000,2,2.0,San Francisco,1278,56024,2008,9,1522,1278,Active,March-19-2023 02:00 PM,March-19-2023 04:00 PM,https://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-3403/home/17305176,San Francisco MLS,423716069,N,Y,37.7857365,-122.3921923
MLS Listing,,Condo/Co-op,207 Diamond Cove Ter,San Francisco,CA,94134,875000,2,2.5,San Francisco,1390,8665,2012,9,629,426,Active,,,https://www.redfin.com/CA/San-Francisco/207-Diamond-Cove-Ter-94134/home/52055533,San Francisco MLS,423722658,N,Y,37.7127976,-122.3935833
MLS Listing,,Single Family Residential,481 36th Ave,San Francisco,CA,94121,3480000,4,5.5,San Francisco,3396,2696,1918,9,1025,,Active,,,https://www.redfin.com/CA/San-Francisco/481-36th-Ave-94121/home/2018538,San Francisco MLS,423722723,N,Y,37.7799323,-122.4967617
MLS Listing,,Condo/Co-op,300 3rd St #503,San Francisco,CA,94107,525000,0,1.0,San Francisco,478,48941,1990,9,1098,610,Active,,,https://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-503/home/1800992,San Francisco MLS,423724570,N,Y,37.7831834,-122.3991177
MLS Listing,,Single Family Residential,145 Santa Rosa Ave,San Francisco,CA,94112,1495000,3,1.5,San Francisco,1895,2495,1925,9,789,,Active,,,https://www.redfin.com/CA/San-Francisco/145-Santa-Rosa-Ave-94112/home/695879,San Francisco MLS,423722563,N,Y,37.7271405,-122.4371203
MLS Listing,,Condo/Co-op,1310 Minnesota St #204,San Francisco,CA,94107,899000,1,2.0,San Francisco,932,9201,2002,9,965,728,Active,,,https://www.redfin.com/CA/San-Francisco/1310-Minnesota-St-94107/unit-204/home/148059751,San Francisco MLS,423723606,N,Y,37.7534708,-122.3897139
MLS Listing,,Single Family Residential,166 Hearst Ave,San Francisco,CA,94131,1395000,3,1.0,San Francisco,1655,2813,1927,9,843,,Active,,,https://www.redfin.com/CA/San-Francisco/166-Hearst-Ave-94131/home/1607400,San Francisco MLS,423724599,N,Y,37.7309108,-122.4412719
MLS Listing,,Condo/Co-op,74 New Montgomery St #701,San Francisco,CA,94105,1450000,2,2.0,San Francisco,1203,17865,1914,9,1205,1175,Active,,,https://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-701/home/17305105,San Francisco MLS,423724645,N,Y,37.7874649,-122.4012865
MLS Listing,,Condo/Co-op,1237 Chestnut St #4,San Francisco,CA,94109,1325000,2,2.0,San Francisco,1248,3336,1923,9,1062,425,Active,,,https://www.redfin.com/CA/San-Francisco/1237-Chestnut-St-94109/unit-4/home/560564,San Francisco MLS,423721815,N,Y,37.8022533,-122.4237729
MLS Listing,,Condo/Co-op,855 La Playa St #154,San Francisco,CA,94121,624900,1,1.0,San Francisco,661,36683,1982,10,945,885,Active,,,https://www.redfin.com/CA/San-Francisco/855-La-Playa-St-94121/unit-154/home/1756818,San Francisco MLS,423724703,N,Y,37.7722402,-122.5101792
MLS Listing,,Condo/Co-op,199 New Montgomery St #604,San Francisco,CA,94105,825000,1,1.0,San Francisco,779,12848,2004,10,1059,713,Active,,,https://www.redfin.com/CA/San-Francisco/199-New-Montgomery-St-94105/unit-604/home/12401502,San Francisco MLS,423724109,N,Y,37.7866287,-122.3991624
MLS Listing,,Condo/Co-op,301 Mission St Unit 14B,San Francisco,CA,94105,599000,1,1.0,San Francisco,668,50667,2009,10,897,1505,Active,,,https://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-14B/home/40142412,San Francisco MLS,423724993,N,Y,37.7903824,-122.3961531
MLS Listing,,Single Family Residential,223 Theresa St,San Francisco,CA,94112,1799000,4,3.0,San Francisco,2000,2500,1953,10,900,,Active,,,https://www.redfin.com/CA/San-Francisco/223-Theresa-St-94112/home/1186231,San Francisco MLS,423724980,N,Y,37.7296787,-122.435864
MLS Listing,,Single Family Residential,2331 30th Ave,San Francisco,CA,94116,1189000,3,1.0,San Francisco,1286,2996,1926,10,925,,Active,,,https://www.redfin.com/CA/San-Francisco/2331-30th-Ave-94116/home/657606,San Francisco MLS,423724383,N,Y,37.7437666,-122.4878598
MLS Listing,,Condo/Co-op,1310 Minnesota St #302,San Francisco,CA,94107,950000,2,2.0,San Francisco,965,9201,2002,10,984,691,Active,,,https://www.redfin.com/CA/San-Francisco/1310-Minnesota-St-94107/unit-302/home/148058744,San Francisco MLS,423724879,N,Y,37.7534708,-122.3897139
MLS Listing,,Single Family Residential,835 Alabama St,San Francisco,CA,94110,1995000,4,2.0,SAN FRANCISCO,1623,3000,1900,10,1229,,Active,,,https://www.redfin.com/CA/San-Francisco/835-Alabama-St-94110/home/729970,MLSListings,ML81920431,N,Y,37.7584784,-122.4113534
MLS Listing,,Condo/Co-op,1201 Sutter St #311,San Francisco,CA,94109,549000,1,1.0,San Francisco,,8245,2021,10,,214,Active,,,https://www.redfin.com/CA/San-Francisco/1201-Sutter-St-94109/unit-311/home/183872096,San Francisco MLS,423724780,N,Y,37.7876407,-122.4202681
MLS Listing,,Condo/Co-op,74 New Montgomery St #412,San Francisco,CA,94105,799000,1,1.0,San Francisco,832,17865,1914,10,960,1002,Active,,,https://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-412/home/17305039,San Francisco MLS,423718418,N,Y,37.7874649,-122.4012865
MLS Listing,,Condo/Co-op,1201 Sutter St #303,San Francisco,CA,94109,499000,1,1.0,San Francisco,,8245,2021,10,,201,Active,,,https://www.redfin.com/CA/San-Francisco/1201-Sutter-St-94109/unit-303/home/184601272,San Francisco MLS,423724779,N,Y,37.7876407,-122.4202681
MLS Listing,,Condo/Co-op,1811 Turk Blvd #101,San Francisco,CA,94115,1557000,2,2.0,San Francisco,1230,6187,2017,10,1266,690,Active,,,https://www.redfin.com/CA/San-Francisco/1811-Turk-St-94115/unit-101/home/113069671,San Francisco MLS,423724855,N,Y,37.7793818,-122.4392368
MLS Listing,,Condo/Co-op,830 Cole St,San Francisco,CA,94117,1995000,3,2.0,San Francisco,2020,3275,1909,10,988,375,Active,,,https://www.redfin.com/CA/San-Francisco/830-Cole-St-94117/home/1275296,San Francisco MLS,423724864,N,Y,37.766345,-122.449718
MLS Listing,,Single Family Residential,1491 21st Ave,San Francisco,CA,94122,1699000,4,2.0,San Francisco,2396,2374,1925,10,709,,Active,,,https://www.redfin.com/CA/San-Francisco/1491-21st-Ave-94122/home/630574,San Francisco MLS,423724885,N,Y,37.7599404,-122.4792965
MLS Listing,,Condo/Co-op,1716 Larkin St,San Francisco,CA,94109,1195000,3,1.5,San Francisco,1227,2495,1909,10,974,400,Active,,,https://www.redfin.com/CA/San-Francisco/1716-Larkin-St-94109/home/28890257,San Francisco MLS,423721965,N,Y,37.7937757,-122.4194243
MLS Listing,,Single Family Residential,142 Jules Ave,San Francisco,CA,94112,1495000,3,2.0,San Francisco,1518,2809,1925,10,985,,Active,,,https://www.redfin.com/CA/San-Francisco/142-Jules-Ave-94112/home/958112,San Francisco MLS,423724644,N,Y,37.7207933,-122.460988
MLS Listing,,Condo/Co-op,601 Van Ness Ave #825,San Francisco,CA,94102,720000,2,2.0,San Francisco,882,105806,1982,10,816,1170,Active,,,https://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-825/home/891615,San Francisco MLS,423723028,N,Y,37.7811165,-122.4213309
MLS Listing,,Single Family Residential,3966-8 18Th St,San Francisco,CA,94114,2499000,4,2.0,Noe Valley,3550,2848,1931,10,704,,Active,,,https://www.redfin.com/CA/San-Francisco/3966-18th-St-94114/home/184599574,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41020562,N,Y,37.7613098,-122.4320758
MLS Listing,,Single Family Residential,115 Crown Ter,San Francisco,CA,94114,3395000,4,2.5,San Francisco,3525,3127,1999,10,963,,Active,,,https://www.redfin.com/CA/San-Francisco/115-Crown-Ter-94114/home/1462620,San Francisco MLS,423724312,N,Y,37.7578102,-122.4470556
MLS Listing,,Condo/Co-op,1132 Pine St,San Francisco,CA,94109,1649000,2,2.5,San Francisco,2095,3438,1911,10,787,670,Active,,,https://www.redfin.com/CA/San-Francisco/1132-Pine-St-94109/home/551817,San Francisco MLS,423723369,N,Y,37.7906303,-122.4145392
MLS Listing,,Condo/Co-op,1735 Grove St,San Francisco,CA,94117,1450000,2,1.5,San Francisco,,3705,1913,10,,250,Active,,,https://www.redfin.com/CA/San-Francisco/1735-Grove-St-94117/home/850406,San Francisco MLS,423720992,N,Y,37.7749215,-122.4451344
MLS Listing,,Single Family Residential,520 Vicente St,San Francisco,CA,94116,1750000,3,2.0,San Francisco,2050,3660,1928,10,854,,Active,,,https://www.redfin.com/CA/San-Francisco/520-Vicente-St-94116/home/884685,San Francisco MLS,423723066,N,Y,37.7396743,-122.4727076
MLS Listing,,Single Family Residential,1777 Eucalyptus Dr,San Francisco,CA,94132,1795000,3,3.0,San Francisco,1975,3724,1950,10,909,,Active,,,https://www.redfin.com/CA/San-Francisco/1777-Eucalyptus-Dr-94132/home/1441023,San Francisco MLS,423724008,N,Y,37.7306786,-122.4906231
MLS Listing,,Single Family Residential,45 Alton Ave,San Francisco,CA,94116,2695000,4,2.0,San Francisco,2492,4626,1931,10,1081,71,Active,March-14-2023 01:00 PM,March-14-2023 03:00 PM,https://www.redfin.com/CA/San-Francisco/45-Alton-Ave-94116/home/1156612,San Francisco MLS,423719917,N,Y,37.7499882,-122.4626687
MLS Listing,,Single Family Residential,44 San Antonio Pl,San Francisco,CA,94133,3644000,5,3.0,San Francisco,2684,1716,1955,10,1358,,Active,,,https://www.redfin.com/CA/San-Francisco/44-San-Antonio-Pl-94133/home/1107837,San Francisco MLS,423724753,N,Y,37.7994981,-122.4061984
MLS Listing,,Condo/Co-op,212 Lexington St,San Francisco,CA,94110,978000,3,1.5,San Francisco,1140,2548,1907,10,858,359,Active,,,https://www.redfin.com/CA/San-Francisco/212-Lexington-St-94110/home/28511698,San Francisco MLS,423721376,N,Y,37.7599118,-122.4207831
MLS Listing,,Multi-Family (2-4 Unit),48 - 50 Divisadero St,San Francisco,CA,94117,2050000,7,3.5,San Francisco,4370,2430,1907,10,469,,Active,March-14-2023 12:00 PM,March-14-2023 02:00 PM,https://www.redfin.com/CA/San-Francisco/48-Divisadero-St-94117/home/184595534,San Francisco MLS,422711159,N,Y,37.7681067,-122.4362942
MLS Listing,,Condo/Co-op,88 Townsend St #212,San Francisco,CA,94107,749000,1,1.0,San Francisco,,37623,2004,10,,598,Active,March-14-2023 10:00 AM,March-14-2023 11:00 AM,https://www.redfin.com/CA/San-Francisco/88-Townsend-St-94107/unit-212/home/12401567,San Francisco MLS,423720236,N,Y,37.78107,-122.390418
MLS Listing,,Condo/Co-op,68 Harriet St #14,San Francisco,CA,94103,1300000,2,2.5,San Francisco,1420,6664,2003,10,915,702,Active,,,https://www.redfin.com/CA/San-Francisco/68-Harriet-St-94103/unit-14/home/2072450,San Francisco MLS,423721200,N,Y,37.778491,-122.4067926
MLS Listing,,Single Family Residential,1888 20th Ave,San Francisco,CA,94122,1250000,2,2.0,SAN FRANCISCO,1472,1128,1941,10,849,,Active,,,https://www.redfin.com/CA/San-Francisco/1888-20th-Ave-94122/home/2000244,MLSListings,ML81919298,N,Y,37.7525778,-122.4772549
MLS Listing,,Condo/Co-op,650 Turk St #402,San Francisco,CA,94102,799000,1,1.0,San Francisco,706,15582,2008,10,1132,753,Active,,,https://www.redfin.com/CA/San-Francisco/650-Turk-St-94102/unit-402/home/22893781,San Francisco MLS,423718322,N,Y,37.7822183,-122.4200478
MLS Listing,,Single Family Residential,2539 18th Ave,San Francisco,CA,94116,1900000,4,2.0,San Francisco,,2735,1935,10,,,Active,,,https://www.redfin.com/CA/San-Francisco/2539-18th-Ave-94116/home/1254208,BAREIS,423724734,N,Y,37.7404682,-122.4747528
MLS Listing,,Single Family Residential,54 Caine Ave,San Francisco,CA,94112,999998,2,1.0,San Francisco,1025,2495,1951,10,976,,Active,,,https://www.redfin.com/CA/San-Francisco/54-Caine-Ave-94112/home/1249495,MetroList,423724338,N,Y,37.7174094,-122.4507158
MLS Listing,,Single Family Residential,1566 34th Ave,San Francisco,CA,94122,1199000,2,1.0,San Francisco,1375,2996,1941,10,872,,Active,,,https://www.redfin.com/CA/San-Francisco/1566-34th-Ave-94122/home/639185,San Francisco MLS,423724074,N,Y,37.7579156,-122.4925959
MLS Listing,,Condo/Co-op,27 Ramona Ave,San Francisco,CA,94103,2349000,3,3.0,San Francisco,1800,1875,1915,10,1305,140,Active,,,https://www.redfin.com/CA/San-Francisco/27-Ramona-Ave-94103/home/148069515,San Francisco MLS,423724701,N,Y,37.7675933,-122.4252164
MLS Listing,,Condo/Co-op,3208 Pierce St #404,San Francisco,CA,94123,1198000,2,1.5,San Francisco,1100,,2007,10,1089,919,Active,,,https://www.redfin.com/CA/San-Francisco/3208-Pierce-St-94123/unit-404/home/12354613,San Francisco MLS,423724425,N,Y,37.7997886,-122.4391866
MLS Listing,,Vacant Land,95 Santa Cruz Ave,San Francisco,CA,94112,620000,,,San Francisco,,1999,,10,,,Active,,,https://www.redfin.com/CA/San-Francisco/95-Santa-Cruz-Ave-94112/home/110066937,San Francisco MLS,423721092,N,Y,37.7082364,-122.4655016
MLS Listing,,Multi-Family (5+ Unit),361 11th Ave,San Francisco,CA,94118,2395000,5,3.0,San Francisco,4164,2996,1961,10,575,,Active,,,https://www.redfin.com/CA/San-Francisco/361-11th-Ave-94118/home/1839314,San Francisco MLS,423724325,N,Y,37.7815882,-122.4699989
MLS Listing,,Condo/Co-op,300 3rd St #302,San Francisco,CA,94107,1098000,2,2.0,San Francisco,1161,48941,1990,10,946,950,Active,,,https://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-302/home/2011266,San Francisco MLS,423724516,N,Y,37.7831834,-122.3991177
MLS Listing,,Single Family Residential,231 Topaz Way,San Francisco,CA,94131,1898000,3,2.5,SAN FRANCISCO,2343,3212,1972,11,810,,Active,,,https://www.redfin.com/CA/San-Francisco/231-Topaz-Way-94131/home/1744843,MLSListings,ML81920285,N,Y,37.7397171,-122.4378547
MLS Listing,,Multi-Family (5+ Unit),435 - 441 Powell St,San Francisco,CA,94102,15500000,0,,San Francisco,17091,3994,1907,11,907,,Active,,,https://www.redfin.com/CA/San-Francisco/435-Powell-St-94102/home/1824714,San Francisco MLS,423724576,N,Y,37.7887609,-122.4088026
MLS Listing,,Multi-Family (2-4 Unit),2977 24th St,San Francisco,CA,94110,1450000,4,1.0,San Francisco,3168,2283,1900,11,458,,Active,,,https://www.redfin.com/CA/San-Francisco/2977-24th-St-94110/home/173439296,San Francisco MLS,423724574,N,Y,37.7524992,-122.411453
MLS Listing,,Single Family Residential,330 Flood Ave,San Francisco,CA,94112,799000,2,1.0,San Francisco,1100,2809,1926,11,726,,Active,,,https://www.redfin.com/CA/San-Francisco/330-Flood-Ave-94112/home/1082642,San Francisco MLS,423724043,N,Y,37.7301154,-122.4473582
MLS Listing,,Single Family Residential,1443 Lombard St,San Francisco,CA,94123,3988888,5,4.0,SAN FRANCISCO,3004,2656,1925,11,1328,,Active,,,https://www.redfin.com/CA/San-Francisco/1443-Lombard-St-94123/home/12243421,MLSListings,ML81920234,N,Y,37.8009185,-122.425333
MLS Listing,,Single Family Residential,2480 Broadway St,San Francisco,CA,94115,14295000,5,4.0,San Francisco,6335,4316,1907,11,2257,,Active,,,https://www.redfin.com/CA/San-Francisco/2480-Broadway-St-94115/home/562996,San Francisco MLS,423717000,N,Y,37.794158,-122.4380316
MLS Listing,,Single Family Residential,747 38th Ave,San Francisco,CA,94121,1088000,3,1.0,San Francisco,1190,3125,1924,11,914,,Active,,,https://www.redfin.com/CA/San-Francisco/747-38th-Ave-94121/home/912077,San Francisco MLS,423723239,N,Y,37.7747737,-122.4985301
MLS Listing,,Multi-Family (2-4 Unit),17 Hodges Aly,San Francisco,CA,94133,988888,4,2.0,SAN FRANCISCO,1152,897,1907,11,858,,Active,,,https://www.redfin.com/CA/San-Francisco/17-Hodges-Aly-94133/home/1881818,MLSListings,ML81920225,N,Y,37.799476,-122.4037691
MLS Listing,,Condo/Co-op,100 Duboce Ave #407,San Francisco,CA,94103,1460000,3,2.0,San Francisco,1292,4499,,11,1130,719,Active,,,https://www.redfin.com/CA/San-Francisco/100-Duboce-Ave-94103/unit-407/home/184578809,San Francisco MLS,423724501,N,Y,37.7699838,-122.4225493
MLS Listing,,Single Family Residential,553 Gates St,San Francisco,CA,94110,899000,2,1.0,San Francisco,1125,1750,1947,11,799,,Active,,,https://www.redfin.com/CA/San-Francisco/553-Gates-St-94110/home/1990329,San Francisco MLS,423724035,N,Y,37.7363855,-122.4140193
MLS Listing,,Condo/Co-op,644 Fillmore St,San Francisco,CA,94117,1649000,4,2.0,San Francisco,2129,4146,1900,11,775,301,Active,,,https://www.redfin.com/CA/San-Francisco/644-Fillmore-St-94117/home/1401801,San Francisco MLS,423721177,N,Y,37.775523,-122.430858
MLS Listing,,Condo/Co-op,435 China Basin St #442,San Francisco,CA,94158,1475000,2,2.0,San Francisco,1176,122891,2012,11,1254,1052,Active,,,https://www.redfin.com/CA/San-Francisco/435-China-Basin-St-94158/unit-442/home/40629333,San Francisco MLS,423717195,N,Y,37.7718864,-122.3885728
MLS Listing,,Condo/Co-op,318 Scott St,San Francisco,CA,94117,899500,1,1.0,San Francisco,900,2849,1900,11,999,400,Active,,,https://www.redfin.com/CA/San-Francisco/318-Scott-St-94117/home/184571127,San Francisco MLS,423721428,N,Y,37.7727446,-122.4354992
MLS Listing,,Multi-Family (2-4 Unit),1834 Eddy St,San Francisco,CA,94115,1200000,1,1.0,San Francisco,1396,1960,1900,11,860,,Active,,,https://www.redfin.com/CA/San-Francisco/1834-Eddy-St-94115/home/594706,San Francisco MLS,423721732,N,Y,37.7808167,-122.4387284
MLS Listing,,Condo/Co-op,1345 Turk St #218,San Francisco,CA,94115,420313,2,1.5,San Francisco,983,26708,2012,11,428,439,Active,March-16-2023 05:00 PM,March-16-2023 07:00 PM,https://www.redfin.com/CA/San-Francisco/1345-Turk-St-94115/unit-218/home/55244672,San Francisco MLS,423721459,N,Y,37.7804774,-122.4312188
MLS Listing,,Single Family Residential,196 Ocean Ave,San Francisco,CA,94112,1995000,6,3.0,San Francisco,,3667,1904,12,,,Active,,,https://www.redfin.com/CA/San-Francisco/196-Ocean-Ave-94112/home/700373,San Francisco MLS,423723561,N,Y,37.7235758,-122.4407234
MLS Listing,,Condo/Co-op,2206 Vallejo St,San Francisco,CA,94123,1995000,2,2.0,San Francisco,1736,8270,1913,12,1149,,Active,,,https://www.redfin.com/CA/San-Francisco/2206-Vallejo-St-94123/home/1667040,BAREIS,423721900,N,Y,37.795671,-122.433865
MLS Listing,,Single Family Residential,958 Ingerson Ave,San Francisco,CA,94124,1300000,3,2.0,Bayview,1484,2500,1975,12,876,,Active,,,https://www.redfin.com/CA/San-Francisco/958-Ingerson-Ave-94124/home/743697,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41020341,N,Y,37.7188296,-122.3921427
MLS Listing,,Condo/Co-op,10 Innes Ct #102,San Francisco,CA,94124,899000,3,2.0,San Francisco,1223,,2018,12,735,,Active,,,https://www.redfin.com/CA/San-Francisco/10-Innes-Ct-94124/unit-102/home/169576550,San Francisco MLS,423723935,N,Y,37.7280682,-122.3679965
MLS Listing,,Single Family Residential,2028 Leavenworth St,San Francisco,CA,94133,9500000,4,6.0,San Francisco,4816,1820,2017,12,1973,,Active,,,https://www.redfin.com/CA/San-Francisco/2028-Leavenworth-St-94133/home/960549,San Francisco MLS,423720072,N,Y,37.7998774,-122.4172673
MLS Listing,,Vacant Land,1947 Palou Ave,San Francisco,CA,94124,828000,,,San Francisco,,4990,,12,,,Active,,,https://www.redfin.com/CA/San-Francisco/1947-Palou-Ave-94124/home/946492,San Francisco MLS,423721412,N,Y,37.7375769,-122.3975556
MLS Listing,,Condo/Co-op,690 Market St #901,San Francisco,CA,94104,1785000,2,2.5,San Francisco,1735,11358,2007,13,1029,3298,Active,,,https://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-901/home/12277375,San Francisco MLS,423724057,N,Y,37.7883046,-122.4032778
MLS Listing,,Condo/Co-op,1960 Broadway,San Francisco,CA,94109,11250000,3,4.5,San Francisco,4360,16869,,13,2580,5497,Active,,,https://www.redfin.com/CA/San-Francisco/1960-Broadway-94109/home/12395515,San Francisco MLS,423724157,N,Y,37.7951341,-122.4294052
